url,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Prefix/Suffix,iFrame,Mouse_Over,Right_Click,Web_Forwards,count_special_characters,content_length,subdomain_count,tinyURL,whois_country,favicon_presence,status_code,Label
http://www.crestonwood.com/router.php,crestonwood.com,0,0,0,1,0,0,0,1,1,1,0,7,-1,3,0,0,0,200,1
http://shadetreetechnology.com/V4/validation/a111aedc8ae390eabcfa130e041a10a4,shadetreetechnology.com,0,0,1,3,0,0,0,1,1,1,0,7,150,2,0,0,0,404,0
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/89e6a3b4b063b8d/?cmd=_update&dispatch=89e6a3b4b063b8d1b&locale=_,support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,1,1,1,1,1,16,-1,5,0,0,0,-1,0
http://rgipt.ac.in,rgipt.ac.in,0,0,0,0,0,0,0,0,1,1,0,5,0,3,0,0,1,200,1
http://www.iracing.com/tracks/gateway-motorsports-park/,iracing.com,0,0,1,2,0,0,0,1,1,1,0,10,118,3,0,0,0,403,1
http://appleid.apple.com-app.es/,appleid.apple.com-app.es,0,0,0,0,0,0,1,1,1,1,1,8,-1,4,0,0,0,-1,0
http://www.mutuo.it,mutuo.it,0,0,0,0,0,0,0,0,1,1,0,5,-1,3,0,1,1,200,1
http://www.shadetreetechnology.com/V4/validation/ba4b8bddd7958ecb8772c836c2969531,shadetreetechnology.com,0,0,1,3,0,0,0,1,1,1,0,8,150,3,0,0,0,404,0
http://vamoaestudiarmedicina.blogspot.com/,vamoaestudiarmedicina.blogspot.com,0,0,0,0,0,0,0,1,1,1,0,6,0,3,1,1,1,200,1
https://parade.com/425836/joshwigler/the-amazing-race-host-phil-keoghan-previews-the-season-27-premiere/,parade.com,0,0,1,3,0,0,0,1,1,1,0,18,581,2,0,0,0,403,1
https://www.astrologyonline.eu/Astro_MemoNew/Profilo.asp,astrologyonline.eu,0,0,1,2,0,0,0,0,1,1,0,9,13620,3,0,1,0,200,1
https://www.lifewire.com/tcp-port-21-818146,lifewire.com,0,0,0,1,0,0,0,1,1,1,0,9,23,3,0,0,0,405,1
https://technofizi.net/top-best-mp3-downloader-app-for-android-free-music-download/,technofizi.net,0,0,1,1,0,0,0,0,1,1,0,15,-1,2,0,0,1,200,1
http://html.house/l7ceeid6.html,html.house,0,0,0,1,0,0,0,1,1,1,1,6,178,2,0,0,0,-1,0
https://www.missfiga.com/,missfiga.com,0,0,0,0,0,0,0,1,1,1,0,6,-1,3,0,0,0,200,1
http://wave.progressfilm.co.uk/time3/?logon=myposte,wave.progressfilm.co.uk,0,0,0,1,0,0,0,0,1,1,0,9,-1,4,0,1,1,200,0
https://www.chiefarchitect.com/,chiefarchitect.com,0,0,0,0,0,0,0,0,1,1,0,6,-1,3,1,0,1,200,1
http://beta.kenaidanceta.com/postamok/d39a2/source,beta.kenaidanceta.com,0,0,0,3,0,0,0,1,1,1,0,8,-1,3,0,0,0,404,0
http://www.ktplasmachinery.com/cs/,ktplasmachinery.com,0,0,0,1,0,0,0,1,1,1,0,7,419,3,0,0,0,200,0
http://www.2345daohang.com/,2345daohang.com,0,0,0,0,0,0,0,1,1,1,0,6,11,3,0,0,0,200,1
http://www.game.co.uk/en/games/nintendo-switch/nintendo-switch/,game.co.uk,0,0,1,4,0,0,0,1,1,1,0,13,0,4,0,1,0,200,1
https://blog.hubspot.com/marketing/email-open-click-rate-benchmark,blog.hubspot.com,0,0,1,2,0,0,0,0,1,1,0,11,-1,3,1,0,1,200,1
http://batvrms.net/deliver/D2017HL/u.php,batvrms.net,0,0,0,3,0,0,0,1,1,1,0,8,-1,2,0,0,0,404,0
http://sophie-world.com/games/port-and-starboard,sophie-world.com,0,0,0,2,0,0,1,0,1,1,0,9,-1,2,0,0,0,200,1
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/bb14d7ff1fcbf29?cmd=_update&dispatch=bb14d7ff1fcbf29bb&locale=_us,support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,1,1,1,1,1,15,-1,5,0,0,0,-1,0
https://polarklimatsgserver.blogspot.com/,polarklimatsgserver.blogspot.com,0,0,0,0,0,0,0,0,1,1,0,6,0,3,1,1,1,200,0
https://www.provenancevineyards.com/,provenancevineyards.com,0,0,0,0,0,0,0,0,1,1,0,6,-1,3,0,0,1,200,1
http://www.online-tech-tips.com/computer-tips/how-to-change-mac-address/,online-tech-tips.com,0,0,1,2,0,0,1,0,1,1,0,15,0,3,0,0,1,200,1
http://secureupdate.appleld.com.duilawyeryork.com/ap/88b142e778d73f7,secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,1,1,1,1,9,-1,5,0,0,0,-1,0
